"","alpha1","alpha2","total_P_sf","vcmax25","jmax25","Rd25","TPU25","alpha_old"
"opt_results$solution",0.907759380340576,1.03512191772461,1,119.764743807609,181.051025159398,1.28,10.5243002659544,0
