"","Q10_1","Q10_2","Q10_3","Q10_5","Q10_6","Q10_7","Q10_8","Q10_9","Q10_10","Q10_13","Q10_23"
"opt_results$solution",2.22693634033203,1.81231549439095,1.99569940567017,1.88058414838203,1.96739196777344,2.01740956306458,2.0824146270752,2.30512608587742,2.01842880249023,2.17552533484104,2.08780777765655
